Nitrogen (mg),Phosphorus (mg),Potassium (mg),Temperature (C),Humidity (%),PH (3-11),label,Rainfall (mm)
32,67,21,26.73433965,68.13999721,7.040056094,blackgram,67.15096376
27,67,18,29.36358721,64.98742947,7.366542647,blackgram,61.91208707
55,67,15,25.36586097,66.6379724,7.538631462,blackgram,65.81655892
48,67,15,29.38400259,64.14928485,7.358974541,blackgram,65.24194361
44,67,17,25.68576704,69.84354028,7.121254928,blackgram,74.62068748
34,67,24,28.63005477,66.770943,7.353876754,blackgram,62.2737345
28,67,24,33.49077065,62.73317204,6.847382891,blackgram,65.45328463
45,67,25,32.7477393,67.77954584,7.453975408,blackgram,63.37784443
44,67,22,24.02037872,61.62313345,7.397546271,lentil,49.78102578
75,67,50,33.20258348,92.76437927,6.977700268,papaya,197.5282582
41,67,55,27.58548913,90.72526502,6.585346229,papaya,238.5008779
38,67,52,33.7960155,93.00754254,6.99104104,papaya,182.026807
72,67,51,31.53243779,90.87394933,6.511624841,papaya,207.0735119
66,67,52,43.67549305,93.10887229,6.608667684,papaya,103.8235658
66,67,49,43.36051537,93.35191636,6.941496806,papaya,114.778071
55,67,47,25.34756111,93.02871078,6.803094965,papaya,174.4012337
67,67,82,21.20038648,15.43253573,6.710964535,chickpea,78.96514709
44,67,77,19.06274066,18.48794467,7.945577629,chickpea,90.82097601
30,67,18,16.87786129,20.19183201,6.159373184,kidneybeans,108.3441414
34,67,21,16.89103484,22.20271292,5.668089093,kidneybeans,95.17028129
21,67,18,19.64404761,20.34588566,5.888657699,kidneybeans,138.414764
16,67,25,24.56140314,25.2373076,6.034376403,kidneybeans,107.7315386
39,67,17,25.25742032,23.00066556,5.691681662,kidneybeans,100.5978728
36,67,20,22.39948568,22.24876574,5.729067992,kidneybeans,133.1914419
33,67,20,20.7023004,58.76645763,4.822023324,pigeonpeas,194.5921148
15,67,24,27.83744377,52.44439954,6.083794812,pigeonpeas,160.3337447
61,67,20,31.66075463,71.73785607,7.136765619,blackgram,67.53021213
49,67,19,32.54499654,71.04639994,6.94674403,blackgram,63.02473185
30,67,23,26.85419008,71.11479781,7.065191772,blackgram,74.61649888
53,67,16,28.27296329,67.73693687,7.559097443,blackgram,63.46546487
56,67,17,29.36083509,70.45987587,6.861727129,blackgram,72.50669768
38,67,18,32.12814002,71.28252219,7.479389589,blackgram,66.47264636
68,67,19,33.87118357,63.13926899,6.722492327,blackgram,66.69096751
12,67,17,26.08704806,64.24381135,7.074948159,lentil,53.13946695
35,67,18,31.97004409,69.01739466,7.158809707,lentil,44.95654782
30,67,18,26.84593758,71.58420257,6.756472293,lentil,41.45486619
16,67,25,20.9265333,67.67531724,7.023241519,lentil,53.04669416
74,67,51,34.11526533,95.89193618,6.720193122,papaya,79.27201575
25,68,77,20.09340593,15.11279612,7.701446446,chickpea,85.74904898
60,68,83,19.12065218,18.43475844,6.620900869,chickpea,85.52950164
43,68,81,17.47809436,17.93253975,6.761599706,chickpea,78.92060234
57,68,81,17.17012591,17.30457712,8.081095263,chickpea,72.78624223
52,68,78,17.48504075,16.96070581,6.89655198,chickpea,86.05078037
36,68,20,17.06104474,23.77201471,5.86442953,kidneybeans,81.83420522
29,68,23,24.1638445,19.27907819,5.82738029,kidneybeans,116.7324324
32,68,19,24.62835037,18.18325169,5.514234138,kidneybeans,149.7441028
3,68,16,18.31910448,34.69776639,4.964887857,pigeonpeas,107.4721605
5,68,20,18.72987676,61.33186249,5.001038726,pigeonpeas,139.8710041
5,68,20,19.04380471,33.10695144,6.12166671,pigeonpeas,155.3705624
49,68,22,28.56840626,61.53278622,7.127064207,blackgram,63.49726331
28,68,19,34.63880966,61.38597868,7.69950698,blackgram,72.43169115
20,68,23,25.54960633,63.95425534,7.707332484,blackgram,63.1830529
20,68,17,30.11873003,60.11680815,6.578714843,blackgram,71.72980375
43,68,20,29.57812712,66.17587668,7.497469256,blackgram,69.43895491
25,68,19,29.39982732,64.25510719,7.108450121,blackgram,67.47677295
40,68,17,34.1262979,65.14877461,7.733149554,blackgram,70.40795007
6,68,18,24.388717,62.50453062,6.711341147,lentil,47.26052494
26,68,24,28.04849594,64.07691942,7.504930973,lentil,37.15824966
22,68,16,27.70496805,63.20915034,7.74672376,lentil,37.46160727
61,68,50,35.21462816,91.49725058,6.793245417,papaya,243.0745066
31,68,45,42.92325255,90.07600528,6.938313356,papaya,196.2408242
70,68,45,33.83508569,92.85470152,6.991626158,papaya,203.4044028
38,68,54,29.33710543,90.81781439,6.739170045,papaya,202.0572747
32,68,52,32.68067385,92.61715632,6.800321319,papaya,248.8592986
34,68,51,27.34734861,94.17756725,6.687088098,papaya,40.35153141
70,68,55,42.84609252,94.63548176,6.691202286,papaya,78.8099639
67,68,49,35.26824831,92.38282957,6.821774589,papaya,149.8488208
35,68,45,42.93605359,90.09448142,6.612429546,papaya,234.8466111
61,68,81,20.41493322,18.76092673,8.410320076,chickpea,69.40619137
43,68,83,21.42548193,17.46459178,6.917054849,chickpea,68.97806542
51,68,83,19.59770798,16.12950724,7.481012107,chickpea,81.78710463
37,68,24,17.96306908,26.21725843,5.745762512,kidneybeans,75.45328039
22,68,16,25.08358915,23.91118713,6.112160469,kidneybeans,107.4137246
29,68,23,19.17067947,26.15355388,6.110292778,kidneybeans,69.14681022
15,68,20,18.52003649,21.0181746,6.039821089,kidneybeans,115.199245
11,68,21,20.65749787,25.16180939,5.759307829,kidneybeans,129.3449326
8,68,20,28.76834822,43.78098811,4.893457095,pigeonpeas,94.46748008
6,68,20,20.5985706,50.08869346,5.535589635,pigeonpeas,149.063196
5,68,24,30.68127388,66.34774625,7.51834159,lentil,42.96018627
16,68,20,22.4232248,66.86535283,7.456638801,lentil,52.39881209
30,68,17,31.85404027,69.60793363,6.743782467,lentil,35.69674138
2,68,22,27.68013167,64.97737126,7.285111005,lentil,36.68284038
68,68,48,25.350571,98.2910835,7.119668686,papaya,87.53393983
70,68,53,27.45076765,97.38226639,7.017784889,papaya,52.95477913
41,68,54,27.74514109,97.67475653,7.173904098,papaya,241.8202079
65,68,81,19.81344531,14.69765308,6.515499549,chickpea,78.96514709
42,68,76,17.81564548,17.60756635,7.714153038,chickpea,90.82097601
28,68,17,15.77370214,19.2303162,5.979973965,kidneybeans,108.3441414
32,68,20,15.78601387,21.14544088,5.502999119,kidneybeans,95.17028129
19,68,17,18.358923,19.37703396,5.717143397,kidneybeans,138.414764
14,68,24,22.95458237,24.03553105,5.858617867,kidneybeans,107.7315386
37,68,16,23.60506572,21.90539577,5.525904526,kidneybeans,100.5978728
34,68,19,20.93409877,21.1893007,5.562201934,kidneybeans,133.1914419
31,68,19,19.3479443,55.96805489,4.681576043,pigeonpeas,194.5921148
13,68,23,26.01630259,49.94704718,5.906596905,pigeonpeas,160.3337447
59,68,19,29.58949031,68.32176769,6.928898659,blackgram,67.53021213
47,68,18,30.41588462,67.66323804,6.74441168,blackgram,63.02473185
28,68,22,25.09737391,67.72837887,6.859409487,blackgram,74.61649888
51,68,15,26.42333018,64.51136845,7.338929556,blackgram,63.46546487
54,68,16,27.44003279,67.10464369,6.661870999,blackgram,72.50669768
36,68,17,30.02629908,67.88811637,7.26154329,blackgram,66.47264636
66,68,18,31.65531175,60.13263713,6.52669158,blackgram,66.69096751
10,68,16,24.38041875,61.18458224,6.868881708,lentil,53.13946695
33,68,17,29.87854588,65.73085206,6.950300686,lentil,44.95654782
28,68,17,25.08966129,68.17543102,6.559681838,lentil,41.45486619
14,68,24,19.55750776,64.45268309,6.818681086,lentil,53.04669416
72,68,50,31.88342554,91.3256535,6.524459342,papaya,79.27201575
44,68,79,19.18345143,14.98694387,7.721544617,chickpea,85.37378769
31,68,83,20.85402541,18.03123335,6.668245235,chickpea,87.51312796
49,68,17,17.58374166,25.45248169,6.104477295,kidneybeans,140.3717815
46,68,23,18.70563016,19.76645717,6.133305309,kidneybeans,121.9401369
36,68,16,21.57206161,26.08417937,5.680375082,kidneybeans,138.2362122
26,68,18,22.49368134,26.18591068,5.832580077,kidneybeans,124.6118471
26,68,17,33.14601826,33.86159947,7.376651572,pigeonpeas,180.716828
34,68,21,35.47181162,34.08273266,4.952010051,pigeonpeas,105.0380275
35,68,23,27.76712697,42.61138624,5.320119528,pigeonpeas,109.1821183
26,68,19,39.32343611,61.17089102,6.261766056,pigeonpeas,124.6028153
39,68,21,36.23479405,64.64926123,6.770737562,blackgram,68.02199825
36,68,22,35.14107923,72.11821567,7.77011835,blackgram,73.67166182
59,68,26,30.85964696,66.5409221,6.936480848,blackgram,70.25496749
44,68,16,30.46763235,66.71284676,6.695149311,blackgram,69.5274407
22,68,21,20.4739975,65.7040324,6.788288221,lentil,36.46946971
15,68,24,24.96914786,70.77483739,7.277221995,lentil,36.18678721
78,68,48,43.02683302,99.23305258,7.203277444,papaya,186.6762324
53,68,55,31.8939642,95.94950892,6.945031831,papaya,232.7046126
70,68,53,46.33319278,97.47575715,6.840331669,papaya,110.562229
48,68,53,30.94271425,99.36860605,6.879056662,papaya,63.68794608
49,68,48,34.77540176,98.15283284,7.100314729,papaya,71.73759526
66,68,56,28.55173551,97.60646816,6.781273314,papaya,62.50689682
52,68,48,41.29081305,96.15980376,7.030434725,papaya,102.2708231
48,68,54,24.62326993,95.62723318,6.796826114,papaya,208.3357976
59,69,80,19.07937684,17.86754927,8.165359297,chickpea,69.40619137
41,69,82,20.02381489,16.63294455,6.715587232,chickpea,68.97806542
49,69,82,18.31561493,15.36143547,7.26311855,chickpea,81.78710463
35,69,23,16.78791503,24.96881755,5.578410206,kidneybeans,75.45328039
20,69,15,23.44260668,22.77255917,5.934136378,kidneybeans,107.4137246
27,69,22,17.91652287,24.90814655,5.932323085,kidneybeans,69.14681022
13,69,19,17.30844532,20.01730914,5.86390397,kidneybeans,115.199245
9,69,20,19.30607278,23.96362799,5.591560999,kidneybeans,129.3449326
6,69,19,26.88630675,41.69617915,4.750929218,pigeonpeas,94.46748008
4,69,19,19.25100056,47.70351758,5.374358869,pigeonpeas,149.063196
3,69,23,28.67408774,63.18832976,7.299360767,lentil,42.96018627
14,69,19,20.95628486,63.68128841,7.239455147,lentil,52.39881209
28,69,16,29.77013109,66.29327012,6.547361618,lentil,35.69674138
0,69,21,25.86928193,61.88321072,7.072923306,lentil,36.68284038
66,69,47,23.69212243,93.61055571,6.912299695,papaya,87.53393983
68,69,52,25.65492304,92.74501561,6.813383387,papaya,52.95477913
39,69,53,25.9300384,93.02357765,6.964955435,papaya,241.8202079
60,69,85,22.10012272,17.43861885,6.417980499,chickpea,74.6631118
61,69,85,18.54830887,19.68673328,7.777332515,chickpea,82.61734721
33,69,78,22.35035982,15.03929502,6.687322427,chickpea,90.46228334
32,69,80,21.6882823,20.96827815,7.532515902,chickpea,69.64449182
27,69,17,21.00917535,19.85240921,5.932014113,kidneybeans,106.3598183
24,69,20,19.51440001,22.13025437,5.681083474,kidneybeans,69.44951585
39,69,26,21.11256493,26.13961722,5.993985884,kidneybeans,84.06354115
42,69,21,34.02739391,47.28345482,5.792194744,pigeonpeas,147.0361442
18,69,21,26.54100323,42.13048844,5.777677468,pigeonpeas,121.5639121
26,69,22,20.48760071,47.64204449,5.68272432,pigeonpeas,132.7748215
34,69,21,22.35596741,48.56099349,6.395108511,pigeonpeas,195.5697875
2,69,22,38.84153181,58.83172316,4.812610166,pigeonpeas,101.6073988
25,69,16,37.02288243,66.26861618,7.625732056,blackgram,60.41790253
54,69,17,36.02535272,69.9343771,7.760856188,blackgram,67.32520551
31,69,16,32.45844651,66.72454805,7.078772295,blackgram,74.16699119
26,69,17,26.94137288,72.3797267,6.744475731,lentil,35.03484812
30,69,22,27.16771084,63.5239142,7.660494876,lentil,39.18374505
12,69,20,26.58862673,72.4299287,7.490600467,lentil,41.61080544
41,69,16,22.22149018,67.09672362,6.557346454,lentil,47.9271552
96,69,49,26.89644575,89.12814127,6.381007015,banana,91.46442491
103,69,49,27.13583384,78.78352918,6.193077555,banana,116.5531455
108,69,56,27.67902516,82.4501991,5.912772072,banana,116.3019555
101,69,47,28.45751438,87.14534581,5.899294045,banana,100.5123341
41,69,53,28.10418711,95.33651458,6.851036029,papaya,59.49373381
70,69,55,33.49085386,97.39841122,7.195815506,papaya,54.77830202
42,69,78,17.92845928,14.27327988,7.496645259,chickpea,85.37378769
29,69,82,19.48974337,17.17260319,6.4740245,chickpea,87.51312796
47,69,16,16.43340342,24.24045875,5.926676985,kidneybeans,140.3717815
44,69,22,17.48189735,18.8251973,5.954665349,kidneybeans,121.9401369
34,69,15,20.16080524,24.84207559,5.514927264,kidneybeans,138.2362122
24,69,17,21.02213209,24.93896255,5.662699104,kidneybeans,124.6118471
24,69,16,30.97758716,32.24914235,7.161797643,pigeonpeas,180.716828
32,69,20,33.15122581,32.45974539,4.807776749,pigeonpeas,105.0380275
33,69,22,25.95058595,40.58227261,5.16516459,pigeonpeas,109.1821183
24,69,18,36.75087487,58.25799145,6.07938452,pigeonpeas,124.6028153
37,69,20,33.8642935,61.57072498,6.573531614,blackgram,68.02199825
34,69,21,32.84213012,68.68401492,7.543804223,blackgram,73.67166182
57,69,25,28.84079155,63.37230676,6.734447425,blackgram,70.25496749
42,69,15,28.47442276,63.53604453,6.500144962,blackgram,69.5274407
20,69,20,19.1345771,62.57526895,6.590571088,lentil,36.46946971
13,69,23,23.33565221,67.40460704,7.065264073,lentil,36.18678721
76,69,47,40.21199348,94.50766912,6.993473247,papaya,186.6762324
51,69,54,29.80744318,91.38048469,6.74274935,papaya,232.7046126
68,69,52,43.30204933,92.83405443,6.641098708,papaya,110.562229
46,69,52,28.91842453,94.63676767,6.678695788,papaya,63.68794608
47,69,47,32.50037548,93.47888842,6.893509446,papaya,71.73759526
64,69,55,26.68386496,92.9585411,6.583760499,papaya,62.50689682
50,69,47,38.58954491,91.58076549,6.825664782,papaya,102.2708231
46,69,53,23.0124018,91.07355541,6.598860305,papaya,208.3357976
45,69,81,19.56730475,17.51317697,6.232624079,chickpea,74.87445574
62,69,77,21.60477402,17.24098182,8.98155972,chickpea,77.33795356
39,69,83,22.16424091,16.04215269,7.316912011,chickpea,76.77888672
57,69,79,18.65794004,15.05539776,8.096961992,chickpea,73.0926704
35,69,23,19.0974302,19.71503049,6.128447553,kidneybeans,143.0984171
32,69,21,24.65591338,23.54741521,6.008958287,kidneybeans,108.3684316
28,69,26,19.36219585,19.20784358,5.793849339,kidneybeans,144.7902323
9,69,16,25.10400122,24.3830753,5.814798695,kidneybeans,95.84253438
46,69,17,24.43366657,19.92130894,5.854054757,kidneybeans,63.59276673
14,69,17,22.8207035,19.40949061,6.042746703,kidneybeans,109.1013261
36,69,19,21.51763324,24.38439954,5.762882579,kidneybeans,73.36386477
39,69,26,35.18945218,67.82430279,7.937704219,blackgram,71.50569456
34,69,22,36.23395754,72.02193903,7.086653163,blackgram,69.24464096
37,69,24,30.37394591,64.98314683,7.627331422,blackgram,74.24459122
61,69,21,35.11424581,69.46448394,7.018730064,blackgram,68.83924882
9,69,25,30.49055303,65.5684703,8.07674091,lentil,53.14531023
48,69,24,27.21501961,72.58244045,7.916538084,lentil,41.02682925
14,69,20,19.56037225,71.50883656,7.18771254,lentil,48.80253285
25,69,20,29.54489347,72.76275556,7.254455048,lentil,42.72374404
43,69,20,25.08052879,66.38112312,6.120663987,lentil,45.40277297
25,69,17,19.39939743,65.58144193,6.26108583,lentil,50.6128521
45,69,17,27.51258732,67.31794997,7.922774067,lentil,50.17067771
48,69,54,37.80625577,96.72084038,6.757565386,papaya,235.6133585
43,69,48,25.12945261,98.39595877,7.038781591,papaya,191.7760562
63,69,48,29.88259533,96.13373922,6.923490955,papaya,149.9107557
43,69,49,44.31906181,94.54056262,6.864975243,papaya,199.3096432
49,69,50,37.8017775,95.61445431,6.878802798,papaya,163.9069365
79,69,53,32.54952983,97.78292783,6.781034385,papaya,75.95295
65,69,46,40.87580028,98.67248961,6.953837904,papaya,218.0908814
58,70,84,20.6543203,16.60820843,6.231049028,chickpea,74.6631118
59,70,84,17.3348681,18.74926979,7.550808267,chickpea,82.61734721
31,70,77,20.88818675,14.32313811,6.492546046,chickpea,90.46228334
30,70,79,20.26942271,19.96978871,7.313122235,chickpea,69.64449182
25,70,16,19.63474332,18.90705639,5.759237003,kidneybeans,106.3598183
22,70,19,18.23775702,21.07643273,5.515615023,kidneybeans,69.44951585
37,70,25,19.73136909,24.89487354,5.819403771,kidneybeans,84.06354115
40,70,20,31.80130272,45.03186173,5.623490043,pigeonpeas,147.0361442
16,70,20,24.80467592,40.1242747,5.6093956,pigeonpeas,121.5639121
24,70,21,19.14729038,45.3733757,5.517208078,pigeonpeas,132.7748215
32,70,20,20.89342749,46.24856523,6.208843215,pigeonpeas,195.5697875
0,70,21,36.30049702,56.03021253,4.672437054,pigeonpeas,101.6073988
23,70,15,34.6008247,63.11296779,7.403623355,blackgram,60.41790253
52,70,16,33.66855394,66.60416867,7.534811833,blackgram,67.32520551
29,70,15,30.33499674,63.54718862,6.872594461,blackgram,74.16699119
24,70,16,25.17885316,68.93307305,6.54803469,lentil,35.03484812
28,70,21,25.39038396,60.4989659,7.437373666,lentil,39.18374505
10,70,19,24.84918386,68.98088448,7.272427638,lentil,41.61080544
39,70,15,20.76774783,63.90164154,6.366355781,lentil,47.9271552
94,70,48,25.13686519,84.88394407,6.195152442,banana,91.46442491
101,70,48,25.36059237,75.03193255,6.012696655,banana,116.5531455
106,70,55,25.86824781,78.52399914,5.74055541,banana,116.3019555
99,70,46,26.59580783,82.99556744,5.727469947,banana,100.5123341
39,70,52,26.26559543,90.79668055,6.65149129,papaya,59.49373381
68,70,54,31.29986342,92.76039164,6.986228647,papaya,54.77830202
41,70,85,21.70126811,17.21511976,8.3850502,chickpea,82.52339655
51,70,77,21.09075215,18.52073389,6.811464309,chickpea,85.57925437
36,70,80,19.18275242,16.64904044,7.960868143,chickpea,74.63872762
34,70,86,22.07161216,15.16209315,6.596101785,chickpea,92.06630306
13,70,18,21.3135211,22.54690366,5.918841203,kidneybeans,82.68554379
24,70,18,19.42371164,20.35532203,5.67457424,kidneybeans,107.6907964
13,70,25,22.61992223,23.85414728,5.774818956,kidneybeans,141.6056722
18,70,25,19.61443562,40.33024256,5.09476097,pigeonpeas,139.6483317
29,70,24,25.09555549,48.81150497,7.322885662,pigeonpeas,150.8712202
29,70,25,33.66667117,50.58513034,7.276922622,pigeonpeas,165.405354
37,70,18,31.98536693,69.67143883,7.139882712,pigeonpeas,198.1403003
12,70,19,20.91084831,69.66516128,6.335560175,pigeonpeas,173.1106982
60,70,16,29.77374295,70.96549772,7.126821013,blackgram,74.01229707
27,70,25,30.49006446,63.47090827,7.403353473,blackgram,74.91559514
54,70,17,29.68473994,71.96697001,7.288163066,blackgram,71.78615328
39,70,17,28.12670406,71.94565065,7.544609385,lentil,46.13833007
31,70,19,23.7272496,65.24567516,6.60275472,lentil,53.46622584
14,70,20,26.65455213,63.74935798,7.356889388,lentil,42.19740397
82,70,48,29.43064587,84.83773198,6.341064704,banana,105.0776992
104,70,49,30.66038201,83.25128371,5.866125857,banana,102.4633775
118,70,48,29.50287528,86.16708219,6.628859373,banana,91.34276507
109,70,56,31.47959173,88.16592221,6.270706385,banana,117.229079
112,70,55,30.67913539,86.31833294,5.89718153,banana,94.37987496
43,70,80,18.2872007,16.67921616,6.051091339,chickpea,74.87445574
60,70,76,20.19137759,16.41998269,8.719960893,chickpea,77.33795356
37,70,82,20.71424384,15.27824066,7.103798069,chickpea,76.77888672
55,70,78,17.43732714,14.33847406,7.861128148,chickpea,73.0926704
33,70,22,17.84806561,18.77621951,5.949949081,kidneybeans,143.0984171
30,70,20,23.0429097,22.42610972,5.833940084,kidneybeans,108.3684316
26,70,25,18.09551014,18.29318436,5.625096446,kidneybeans,144.7902323
7,70,15,23.46168338,23.22197648,5.645435626,kidneybeans,95.84253438
44,70,16,22.8352024,18.97267518,5.683548308,kidneybeans,63.59276673
12,70,16,21.32776028,18.48522915,5.866744372,kidneybeans,109.1013261
34,70,18,20.10993761,23.22323766,5.59503163,kidneybeans,73.36386477
37,70,25,32.88733849,64.59457409,7.70650895,blackgram,71.50569456
32,70,21,33.86351172,68.59232289,6.880245789,blackgram,69.24464096
35,70,23,28.38686534,61.88871127,7.405176138,blackgram,74.24459122
59,70,20,32.81705216,66.15665137,6.814301033,blackgram,68.83924882
7,70,24,28.49584395,62.44616219,7.841496029,lentil,53.14531023
46,70,23,25.43459777,69.12613376,7.685959305,lentil,41.02682925
12,70,19,18.28072173,68.10365387,6.978361689,lentil,48.80253285
23,70,19,27.61204997,69.29786244,7.043160241,lentil,42.72374404
41,70,19,23.43974653,63.22011726,5.94239222,lentil,45.40277297
23,70,16,18.13027797,62.45851612,6.078724107,lentil,50.6128521
43,70,16,25.71269843,64.1123333,7.692013657,lentil,50.17067771
46,70,53,35.33294932,92.11508608,6.560743093,papaya,235.6133585
41,70,47,23.48546973,93.71043692,6.833768535,papaya,191.7760562
61,70,47,27.92765919,91.55594211,6.721835879,papaya,149.9107557
41,70,48,41.41968393,90.03863107,6.665024508,papaya,199.3096432
47,70,49,35.32876402,91.06138506,6.678449318,papaya,163.9069365
77,70,52,30.42012134,93.12659793,6.583528529,papaya,75.95295
63,70,45,38.2016825,93.97379963,6.751298936,papaya,218.0908814
67,70,80,22.46329707,20.30143906,8.979738632,chickpea,93.55280105
52,70,80,20.82470349,15.98665899,8.215905821,chickpea,74.58565097
44,70,82,20.72698199,16.56331035,6.322391292,chickpea,85.24819851
46,70,86,22.39697523,19.85860173,6.649832928,chickpea,78.06910795
37,70,24,23.04768418,25.46655517,6.176046026,kidneybeans,120.6913038
43,70,18,20.1277408,22.34224687,6.066303014,kidneybeans,125.084915
18,70,22,32.2263893,35.83973235,5.891486572,pigeonpeas,157.0858232
15,70,16,37.37696419,31.92049107,6.536180191,pigeonpeas,159.2649827
10,70,24,20.91119356,59.77472969,4.947671402,pigeonpeas,173.1686574
64,70,23,33.07604821,72.23398757,7.980208521,blackgram,66.63830637
45,70,16,32.19143539,72.81552587,6.868285713,blackgram,67.1367443
41,70,18,37.39287859,68.53112712,7.37722837,blackgram,70.1415139
43,70,20,35.27822647,63.19028182,7.814241364,blackgram,73.44678678
21,70,21,29.33335436,66.58875281,7.556200738,lentil,44.43177543
27,70,23,27.69149607,70.92864475,6.537800561,lentil,47.89645224
35,70,23,19.32940128,68.35860717,6.489493796,lentil,51.54922825
44,70,48,33.92096591,96.24543824,7.162042336,papaya,48.83810592
78,70,50,42.80469838,94.67866625,6.72292331,papaya,92.11877372
63,70,53,39.12743612,98.48478596,7.073580771,papaya,104.4218596
39,71,84,20.28155898,16.39535215,8.140825437,chickpea,82.52339655
49,71,76,19.71098332,17.63879418,6.613072145,chickpea,85.57925437
34,71,79,17.927806,15.85622899,7.728998197,chickpea,74.63872762
32,71,85,20.62767492,14.44008871,6.403982316,chickpea,92.06630306
11,71,17,19.9191786,21.47324158,5.74644777,kidneybeans,82.68554379
22,71,17,18.15300153,19.38602098,5.509295379,kidneybeans,107.6907964
11,71,24,21.14011423,22.7182355,5.606620346,kidneybeans,141.6056722
16,71,24,18.33124824,38.40975482,4.946369874,pigeonpeas,139.6483317
27,71,23,23.45379018,46.48714759,7.10959773,pigeonpeas,150.8712202
27,71,24,31.46417866,48.17631461,7.064973419,pigeonpeas,165.405354
35,71,17,29.89286629,66.35375127,6.931924963,pigeonpeas,198.1403003
10,71,18,19.54284889,66.34777265,6.151029296,pigeonpeas,173.1106982
58,71,15,27.82592799,67.5861883,6.919243702,blackgram,74.01229707
25,71,24,28.49538735,60.44848407,7.187721818,blackgram,74.91559514
52,71,16,27.74274761,68.53997144,7.075886472,blackgram,71.78615328
37,71,16,26.28663931,68.51966729,7.324863481,lentil,46.13833007
29,71,18,22.17499963,62.13873825,6.410441476,lentil,53.46622584
12,71,19,24.91079638,60.71367427,7.142611056,lentil,42.19740397
80,71,47,27.50527651,80.79783998,6.156373499,banana,105.0776992
102,71,48,28.65456263,79.28693687,5.695267822,banana,102.4633775
116,71,47,27.57278064,82.0638878,6.435785799,banana,91.34276507
107,71,55,29.42017919,83.96754496,6.088064451,banana,117.229079
110,71,54,28.67208915,82.20793613,5.725418961,banana,94.37987496
42,71,78,18.21673348,17.83804232,7.710575949,chickpea,88.55123143
25,71,85,20.35205566,17.98817082,7.127858919,chickpea,79.92698081
24,71,86,20.18882042,16.44099675,6.582908797,chickpea,88.51048983
30,71,85,20.04070564,20.14107127,6.676236534,chickpea,71.58010169
53,71,76,20.2107221,15.74423702,7.317351541,chickpea,80.1113384
39,71,19,20.19748048,25.76740201,5.895969327,kidneybeans,105.4120514
10,71,18,22.01355131,20.73962289,5.882782434,kidneybeans,87.87869161
15,71,22,26.02364807,22.07926077,5.995830321,kidneybeans,60.27552528
13,71,21,20.88882078,26.17237511,6.129712776,kidneybeans,113.334026
29,71,24,21.32391768,22.88991721,6.140792515,kidneybeans,64.02640797
5,71,25,39.06857157,60.82531525,6.212556013,pigeonpeas,122.6539694
33,71,18,30.70023108,51.94586621,6.008022659,pigeonpeas,96.36222901
29,71,18,31.00902112,60.09428409,6.538367234,pigeonpeas,120.7435664
40,71,22,30.21055181,51.91424123,6.079166267,pigeonpeas,186.5008581
28,71,23,30.78170547,39.45681739,4.815189795,pigeonpeas,91.72084869
22,71,16,38.52444947,58.81401137,7.532922827,pigeonpeas,134.8596466
31,71,25,24.79628225,38.51239405,7.17125809,pigeonpeas,162.5931264
13,71,23,31.43377077,47.06409313,7.048026705,pigeonpeas,172.40168
37,71,22,36.41872859,67.50230957,7.973661335,blackgram,66.85510868
22,71,20,34.74983682,67.56591172,7.619106569,blackgram,65.820457
51,71,16,33.76755583,71.22741953,7.351114891,blackgram,74.86960831
23,71,18,33.72752063,69.88509861,7.807943159,blackgram,61.71111448
4,71,19,28.43629374,64.02770429,8.071821151,lentil,50.89110726
8,71,16,24.60413639,70.04442099,7.900283463,lentil,54.49044154
21,71,16,30.85453029,73.24918567,7.097482928,lentil,44.08562546
121,71,56,27.81004387,87.50682272,6.407262981,banana,112.0777152
109,71,46,30.1198466,85.62171326,5.964491087,banana,91.40508414
105,71,52,27.9552841,85.90433257,6.282463107,banana,104.4812858
110,71,47,26.92417714,89.22741703,6.294170063,banana,90.94554618
65,71,79,20.99373558,19.33470387,8.718192847,chickpea,93.55280105
50,71,79,19.46233971,15.22538951,7.976607593,chickpea,74.58565097
42,71,81,19.37101121,15.77458129,6.138243973,chickpea,85.24819851
44,71,85,20.93175255,18.91295403,6.456148474,chickpea,78.06910795
35,71,23,21.53989176,24.25386207,5.99616119,kidneybeans,120.6913038
41,71,17,18.81097271,21.27833035,5.889614577,kidneybeans,125.084915
16,71,21,30.11812084,34.13307843,5.719889876,pigeonpeas,157.0858232
13,71,15,34.93174223,30.40046769,6.345806011,pigeonpeas,159.2649827
8,71,23,19.54317155,56.92831399,4.803564468,pigeonpeas,173.1686574
62,71,22,30.91219459,68.79427388,7.747775263,blackgram,66.63830637
43,71,15,30.08545364,69.34811988,6.668238556,blackgram,67.1367443
39,71,17,34.9466155,65.26774011,7.162357641,blackgram,70.1415139
41,71,19,32.97030511,60.18122078,7.586642101,blackgram,73.44678678
19,71,20,27.41434987,63.41785982,7.336117221,lentil,44.43177543
25,71,22,25.87990287,67.55109024,6.347379185,lentil,47.89645224
33,71,22,18.06486101,65.1034354,6.300479414,lentil,51.54922825
42,71,47,31.7018373,91.66232213,6.953439161,papaya,48.83810592
76,71,49,40.00439101,90.17015833,6.52711001,papaya,92.11877372
61,71,52,36.56769731,93.79503425,6.867554147,papaya,104.4218596
45,71,78,19.65539247,20.54200093,7.367395507,chickpea,79.26357665
31,71,79,18.36768846,15.14580401,6.39021356,chickpea,72.32667516
